"";"x"
"Ornithorhynchus_anatinus";0,0214033256040302
"Zaglossus_bruijnii";-0,00402379933839276
"Tachyglossus_aculeatus";-0,00402379933425687
"Rhyncholestes_raphanurus";0,200172868205779
"Lestoros_inca";-0,051426275301054
"Caenolestes_convelatus";-0,0299144302957906
"Caenolestes_fuliginosus";0,0507428528134845
"Caenolestes_caniventer";-0,148151859941592
"Glironia_venusta";-0,103060928043182
"Hyladelphys_kalinowskii";-0,0879101488670896
"Monodelphis_emiliae";-0,0906570619514758
"Monodelphis_kunsi";-0,0921007131106063
"Monodelphis_reigi";-0,253467349941073
"Monodelphis_osgoodi";0,0493698202720687
"Monodelphis_handleyi";0,162033699637141
"Monodelphis_peruviana";-0,0651968034638194
"Monodelphis_adusta";-0,0943525235469651
"Monodelphis_glirina";-0,00589476262719032
"Monodelphis_domestica";0,271206797640036
"Monodelphis_palliolata";0,0388403206347302
"Monodelphis_brevicaudata";-0,20402833035011
"Monodelphis_scalops";-0,0488476934080096
"Monodelphis_dimidiata";0,542219987235344
"Monodelphis_americana";0,0252194074304046
"Monodelphis_iheringi";-0,0860956211377622
"Tlacuatzin_canescens";0,134524591209236
"Marmosa_rubra";0,106818488143602
"Marmosa_mexicana";-0,488184958070382
"Marmosa_robinsoni";0,492315102674683
"Marmosa_xerophila";0,0215811616978374
"Marmosa_lepida";-0,203683716330539
"Marmosa_andersoni";0,1859360727662
"Marmosa_tyleriana";-0,331382964885024
"Marmosa_murina";0,211465379781782
"Marmosa_regina";0,158235658025622
"Marmosa_constantiae";-0,00748908516744041
"Marmosa_alstoni";-0,162465057799994
"Marmosa_demerarae";0,0104553869031315
"Marmosops_parvidens";-0,162841491472148
"Marmosops_pinheiroi";-0,264449943792144
"Marmosops_pakaraimae";0,268561733559321
"Marmosops_invictus";0,00225066167008656
"Marmosops_paulensis";0,720278560129477
"Marmosops_incanus";-0,7170152219144
"Marmosops_noctivagus";-0,290437283640129
"Marmosops_impavidus";0,319119781087462
"Cryptonanus_guahybae";-0,0547329564822272
"Cryptonanus_unduaviensis";-0,026581138920412
"Cryptonanus_chacoensis";0,167800278997182
"Cryptonanus_agricolai";-0,159783491820273
"Gracilinanus_aceramarcae";-0,163840005081006
"Gracilinanus_agilis";0,271551773331738
"Gracilinanus_microtarsus";0,0243848093642619
"Gracilinanus_emiliae";-0,144606571078684
"Thylamys_tatei";0,305852474969254
"Thylamys_pallidior";-0,600487621256775
"Thylamys_elegans";0,591001771677428
"Thylamys_macrurus";-0,37251423199002
"Thylamys_venustus";0,313149531024035
"Thylamys_cinderella";0,313149619539154
"Thylamys_pusillus";0,096884638707765
"Thylamys_pulchellus";-0,0380888768260239
"Thylamys_citellus";-0,175243778706265
"Thylamys_velutinus";-0,226051810633494
"Thylamys_karimii";-0,0911872629114407
"Lestodelphys_halli";-0,157067951332226
"Metachirus_nudicaudatus";-0,0676035950882308
"Lutreolina_massoia";0,0222370248896524
"Lutreolina_crassicaudata";0,0222370248897291
"Philander_frenatus";-0,156212975465363
"Philander_opossum";0,0330663325632214
"Philander_mcilhennyi";-0,237785557895145
"Philander_andersoni";-0,221840034015494
"Didelphis_virginiana";0,0882372820550914
"Didelphis_marsupialis";-0,0412782689703293
"Didelphis_aurita";-0,0412782689711985
"Didelphis_albiventris";0,0931748469942357
"Didelphis_imperfecta";0,102239287221323
"Didelphis_pernigra";0,102239287221638
"Chironectes_minimus";-0,180014394246
"Caluromysiops_irrupta";-0,100268081152387
"Caluromys_lanatus";-0,103042140880912
"Caluromys_philander";0,124498333284011
"Caluromys_derbianus";-0,0521620653312915
"Dromiciops_gliroides";-0,00250652126691654
"Notoryctes_typhlops";-0,00167041272001103
"Notoryctes_caurinus";-0,00167041273242874
"Macrotis_lagotis";-0,0163247871767457
"Isoodon_obesulus";-0,129343236886651
"Isoodon_macrourus";0,290355005791953
"Isoodon_auratus";-0,150895028702779
"Perameles_bougainville";-0,0834798560632116
"Perameles_nasuta";0,0696417601127497
"Perameles_gunnii";-0,0766238730254523
"Peroryctes_raffrayana";-0,0253807807745114
"Peroryctes_broadbenti";-0,00507525899215803
"Microperoryctes_papuensis";-0,358717478244502
"Microperoryctes_longicauda";0,351747636654288
"Echymipera_rufescens";0,0124206095772106
"Echymipera_kalubu";-0,00748218217700166
"Echymipera_clara";0,00931003666438418
"Myrmecobius_fasciatus";-0,0473367266339098
"Pseudantechinus_ningbing";-0,148550200129684
"Myoictis_wallacei";0,0241336242780713
"Myoictis_wavicus";-0,115625794544591
"Myoictis_melas";0,122002738050466
"Myoictis_leucura";-0,033519924049976
"Pseudantechinus_woolleyae";0,0221822292993848
"Pseudantechinus_roryi";-0,0300603600239927
"Pseudantechinus_mimulus";0,012866998418302
"Pseudantechinus_macdonnellensis";0,0128669984184198
"Pseudantechinus_bilarni";-0,090149522337884
"Dasykaluta_rosamondae";0,13843286573551
"Parantechinus_apicalis";0,200707871118864
"Dasycercus_cristicauda";0,0365112783215179
"Dasyuroides_byrnei";0,0166718167986276
"Phascolosorex_dorsalis";-0,225996413364318
"Neophascogale_lorentzii";-0,00553931724809796
"Dasyurus_hallucatus";0,0994252422868843
"Sarcophilus_harrisii";-0,358169841859208
"Dasyurus_maculatus";-0,180857308609634
"Dasyurus_spartacus";0,308235314861258
"Dasyurus_geoffroii";-0,196973856340654
"Dasyurus_viverrinus";-0,00546794899458376
"Dasyurus_albopunctatus";0,0595791610571837
"Phascogale_tapoatafa";0,0156379888316274
"Phascogale_calura";0,113706929127001
"Murexia_melanurus";-0,0887047910719162
"Murexia_naso";-0,0989578106323646
"Murexia_longicaudata";-0,0798871346039177
"Murexia_rothschildi";-0,123200623919261
"Murexia_habbema";-0,148541559490367
"Antechinus_stuartii";-0,0489654768781148
"Antechinus_swainsonii";0,0627598806622305
"Antechinus_minimus";-0,0600097242024203
"Antechinus_leo";0,114462438847047
"Antechinus_flavipes";0,258288278045808
"Antechinus_bellus";0,246479377930111
"Antechinus_godmani";-0,239903605474091
"Antechinus_agilis";-0,00912923461678454
"Planigale_tenuirostris";-0,0514623804745055
"Planigale_ingrami";0,105989249554198
"Planigale_gilesi";-0,124274345403558
"Planigale_maculata";0,102177969333282
"Sminthopsis_longicaudata";-0,167269866116178
