"";"x"
"Ornithorhynchus_anatinus";-125,694716189336
"Zaglossus_bruijnii";330,652766117928
"Tachyglossus_aculeatus";-295,652076436283
"Rhyncholestes_raphanurus";-2,2184224381031
"Lestoros_inca";-1,79822973944076
"Caenolestes_convelatus";-0,849500241925753
"Caenolestes_fuliginosus";-1,3865519369201
"Caenolestes_caniventer";-0,446542944797256
"Glironia_venusta";-1,43758624159324
"Hyladelphys_kalinowskii";-5,27148486758601
"Monodelphis_emiliae";-1,01806741602032
"Monodelphis_kunsi";-4,33824038573326
"Monodelphis_reigi";-4,08728144359895
"Monodelphis_osgoodi";5,29273712989857
"Monodelphis_handleyi";2,70185495745492
"Monodelphis_peruviana";-5,32539168258512
"Monodelphis_adusta";-2,74609406382861
"Monodelphis_glirina";1,40612475945663
"Monodelphis_domestica";2,87245786061866
"Monodelphis_palliolata";-4,84469041044074
"Monodelphis_brevicaudata";2,87862590178981
"Monodelphis_scalops";0,689027205364634
"Monodelphis_dimidiata";-1,8873318932671
"Monodelphis_americana";-3,76194946395575
"Monodelphis_iheringi";5,18510974098197
"Tlacuatzin_canescens";-4,58596399210052
"Marmosa_rubra";-3,14897590923511
"Marmosa_mexicana";-3,64608767186774
"Marmosa_robinsoni";5,24433049897191
"Marmosa_xerophila";-6,53704721410037
"Marmosa_lepida";-6,57615824272871
"Marmosa_andersoni";-4,93916571630312
"Marmosa_tyleriana";-47,1075460477139
"Marmosa_murina";53,1087867780994
"Marmosa_regina";-6,51509381532577
"Marmosa_constantiae";-5,31959492263984
"Marmosa_alstoni";21,7929400696717
"Marmosa_demerarae";-6,52413677595324
"Marmosops_parvidens";-1,85245772865363
"Marmosops_pinheiroi";-1,1663012855995
"Marmosops_pakaraimae";-0,333872548419519
"Marmosops_invictus";-3,52331190462133
"Marmosops_paulensis";-2,3865074042122
"Marmosops_incanus";2,26728135733966
"Marmosops_noctivagus";1,1291342597097
"Marmosops_impavidus";-2,76767279734241
"Cryptonanus_guahybae";0,463413541290029
"Cryptonanus_unduaviensis";1,38891469662341
"Cryptonanus_chacoensis";0,781871266231255
"Cryptonanus_agricolai";-1,32120792766112
"Gracilinanus_aceramarcae";-2,21987582914402
"Gracilinanus_agilis";-2,45794555525709
"Gracilinanus_microtarsus";-2,05523675577403
"Gracilinanus_emiliae";-3,20348346539496
"Thylamys_tatei";-0,070078110148503
"Thylamys_pallidior";-3,13250650411219
"Thylamys_elegans";1,24149576553933
"Thylamys_macrurus";0,339520307007738
"Thylamys_venustus";-0,587741663053381
"Thylamys_cinderella";-0,58774181445142
"Thylamys_pusillus";-1,95938335330339
"Thylamys_pulchellus";-3,58474649325399
"Thylamys_citellus";9,98933663142863
"Thylamys_velutinus";-1,82323517836632
"Thylamys_karimii";-1,49959874294603
"Lestodelphys_halli";1,16880954936546
"Metachirus_nudicaudatus";-4,77636516874177
"Lutreolina_massoia";-41,0663893464546
"Lutreolina_crassicaudata";33,7608856800907
"Philander_frenatus";-39,9494105797896
"Philander_opossum";0,0180924930423935
"Philander_mcilhennyi";-43,7403062561764
"Philander_andersoni";-51,7055046691664
"Didelphis_virginiana";92,5005279247141
"Didelphis_marsupialis";15,9337875672534
"Didelphis_aurita";15,9337875671352
"Didelphis_albiventris";0,929174806861702
"Didelphis_imperfecta";0,922553177357806
"Didelphis_pernigra";0,92255317734917
"Chironectes_minimus";13,4827931818307
"Caluromysiops_irrupta";-3,76611192996521
"Caluromys_lanatus";8,9576040705775
"Caluromys_philander";-4,00055287844106
"Caluromys_derbianus";0,316438430679406
"Dromiciops_gliroides";-38,124838693767
"Notoryctes_typhlops";-0,846095156442358
"Notoryctes_caurinus";-4,0826097155619
"Macrotis_lagotis";-5,8347036785535
"Isoodon_obesulus";-61,6350813349832
"Isoodon_macrourus";225,756950944379
"Isoodon_auratus";-169,210830899109
"Perameles_bougainville";-76,0445053184708
"Perameles_nasuta";-14,9972408763481
"Perameles_gunnii";10,0993074113952
"Peroryctes_raffrayana";-262,105499914857
"Peroryctes_broadbenti";368,987770532129
"Microperoryctes_papuensis";-77,6703100748667
"Microperoryctes_longicauda";41,0422912930908
"Echymipera_rufescens";31,4976908974773
"Echymipera_kalubu";-37,4933968659107
"Echymipera_clara";27,9821145141985
"Myrmecobius_fasciatus";0,684993083108661
"Pseudantechinus_ningbing";-36,6027782323008
"Myoictis_wallacei";-5,44881092348885
"Myoictis_wavicus";-26,1660642758386
"Myoictis_melas";18,8988133076885
"Myoictis_leucura";2,96664575621557
"Pseudantechinus_woolleyae";-30,0383568388918
"Pseudantechinus_roryi";-19,0484476049074
"Pseudantechinus_mimulus";-11,6839228863576
"Pseudantechinus_macdonnellensis";-11,6839228861988
"Pseudantechinus_bilarni";-38,5606337347807
"Dasykaluta_rosamondae";-49,1590783908738
"Parantechinus_apicalis";-49,9504093379355
"Dasycercus_cristicauda";-47,8632409365485
"Dasyuroides_byrnei";-39,8923573642183
"Phascolosorex_dorsalis";-57,4502048441263
"Neophascogale_lorentzii";-45,9026569988617
"Dasyurus_hallucatus";-53,5151768385946
"Sarcophilus_harrisii";679,339988142918
"Dasyurus_maculatus";85,9198767045096
"Dasyurus_spartacus";-77,5884742587844
"Dasyurus_geoffroii";78,3721355833254
"Dasyurus_viverrinus";-27,7934295404181
"Dasyurus_albopunctatus";-93,0522832376977
"Phascogale_tapoatafa";3,26457936455089
"Phascogale_calura";-8,91329148703861
"Murexia_melanurus";-7,50923337169516
"Murexia_naso";-7,78666236688284
"Murexia_longicaudata";4,61862751325019
"Murexia_rothschildi";-6,5417316440885
"Murexia_habbema";-7,46477238024575
"Antechinus_stuartii";-4,55458419150483
"Antechinus_swainsonii";-1,88182926297194
"Antechinus_minimus";-2,67425534799363
"Antechinus_leo";0,336602506842147
"Antechinus_flavipes";-3,58359498107447
"Antechinus_bellus";-4,40330045915977
"Antechinus_godmani";1,17907065385016
"Antechinus_agilis";-6,22186402399411
"Planigale_tenuirostris";-1,98469818485509
"Planigale_ingrami";-2,08580201595587
"Planigale_gilesi";-1,56354591261218
"Planigale_maculata";-1,42393578317442
"Sminthopsis_longicaudata";-2,00289698135585
"Antechinomys_laniger";-1,54610388811752
"Sminthopsis_psammophila";-1,16419744386255
"Sminthopsis_youngsoni";-7,83103539682483
"Sminthopsis_ooldea";-7,57650794790744
"Chaeropus_ecaudatus";20,8687838038283
"Sminthopsis_hirtipes";-2,76200228219011
"Sminthopsis_griseoventer";-2,52706718586394
"Sminthopsis_granulipes";-1,69109995358254
"Sminthopsis_butleri";1,60448993276811
"Sminthopsis_bindi";-1,79423765905179
"Sminthopsis_archeri";-1,0411559670514
"Sminthopsis_dolichura";-1,36862863208991
"Sminthopsis_leucopus";0,0597491850232218
"Sminthopsis_murina";-1,1739750207723
"Sminthopsis_gilberti";-0,552662894761934
"Sminthopsis_virginiae";-0,887960199923689
"Sminthopsis_douglasi";2,11246075246568
"Sminthopsis_macroura";-3,02015449308473
"Sminthopsis_crassicaudata";-2,28497742668106
"Ningaui_timealeyi";-2,77986918453879
"Ningaui_ridei";-2,65737882082313
"Ningaui_yvonneae";-2,22103540312055
"Phascolarctos_cinereus";-216,70156006399
"Vombatus_ursinus";-237,746417850382
"Lasiorhinus_latifrons";-283,107226775861
"Lasiorhinus_krefftii";501,511216760442
"Cercartetus_nanus";-23,8859471103703
"Cercartetus_lepidus";-28,7335216662517
"Cercartetus_concinnus";-23,7498406881347
"Cercartetus_caudatus";-33,219987458894
"Burramys_parvus";-45,3655741235217
"Wyulda_squamicaudata";-58,3801325989812
"Trichosurus_vulpecula";-185,859719455971
"Trichosurus_caninus";194,150392577985
"Spilocuscus_rufoniger";386,806005803419
"Spilocuscus_maculatus";-299,652769238701
"Phalanger_sericeus";-24,6293477988775
"Phalanger_orientalis";56,6982609747371
"Phalanger_carmelitae";-79,1546485971582
"Phalanger_vestitus";-54,3841727154668
"Phalanger_lullulae";-62,9793146439494
"Phalanger_gymnotis";21,3529024804908
"Strigocuscus_pelengensis";-151,21955002728
"Strigocuscus_celebensis";-448,583332998359
"Ailurops_ursinus";526,416799366612
"Hypsiprymnodon_moschatus";-116,745661422457
"Lagostrophus_fasciatus";-282,029470756142
"Onychogalea_fraenata";-353,06810204708
"Onychogalea_unguifera";-434,42923905989
"Dendrolagus_inustus";490,081207899883
"Lagorchestes_hirsutus";-925,930834549999
"Lagorchestes_conspicillatus";-679,215773376763
"Setonix_brachyurus";-906,567903872978
"Macropus_giganteus";3564,00654506122
"Macropus_fuliginosus";131,269240194026
"Macropus_rufus";2258,95597177332
"Macropus_robustus";792,967714345094
"Macropus_antilopinus";792,967714345093
"Wallabia_bicolor";-30,0250337389343
"Macropus_irma";-941,200840129679
"Macropus_eugenii";-2250,74001056394
"Macropus_agilis";1768,9153728758
"Macropus_dorsalis";-374,224780618433
"Macropus_rufogriseus";671,585338406719
"Macropus_parma";-1974,46570556921
"Macropus_parryi";1155,95630218159
"Dorcopsis_hageni";222,465736798746
"Dorcopsis_muelleri";222,297278591038
"Dorcopsulus_vanheurni";-658,510848827119
"Thylogale_thetis";-150,457970490743
"Thylogale_stigmatica";-211,073355307489
"Thylogale_lanatus";-349,841530721562
"Thylogale_browni";316,691837284977
"Thylogale_brunii";-2,02599401149825
"Thylogale_calabyi";-157,522135610391
"Thylogale_billardierii";-138,399093177955
"Petrogale_penicillata";220,199638034974
"Petrogale_herberti";220,199638034947
"Petrogale_mareeba";-165,420057019825
"Petrogale_inornata";-22,6154275604587
"Petrogale_assimilis";-3,2971359903534
"Petrogale_purpureicollis";15,1154518342373
"Petrogale_lateralis";15,1154518339079
"Petrogale_rothschildi";-164,557429430593
"Petrogale_burbidgei";-607,708877247626
"Petrogale_concinna";-673,869425437954
"Petrogale_brachyotis";243,401216937708
"Petrogale_persephone";-76,1904237075876
"Petrogale_xanthopus";154,752451608154
"Dendrolagus_dorianus";313,195808250462
"Dendrolagus_matschiei";-152,438003113265
"Dendrolagus_spadix";-44,3515659108232
"Dendrolagus_goodfellowi";-44,3515659108328
"Dendrolagus_lumholtzi";-427,018415244665
"Dendrolagus_bennettianus";442,604273427755
"Potorous_longipes";-18,6970666214934
"Potorous_tridactylus";-43,9350841819728
"Potorous_gilbertii";-39,714238337423
"Potorous_platyops";-154,18306787382
"Bettongia_lesueur";-94,1617859461452
"Bettongia_tropica";-31,0133872925431
"Bettongia_penicillata";-66,0737954333093
"Bettongia_gaimardi";47,2781210164837
"Aepyprymnus_rufescens";-39,7305479542551
"Tarsipes_rostratus";-47,6816549520573
"Pseudochirops_archeri";-16,0110692327838
"Pseudochirops_corinnae";-20,66046874488
"Pseudochirops_cupreus";57,4816081983667
"Pseudochirops_albertisii";-67,3952472488374
"Petropseudes_dahli";52,7647617460152
"Pseudochirulus_herbertensis";25,541789503393
"Pseudochirulus_mayeri";-94,5410332993567
"Pseudochirulus_caroli";-3,71649946514216
"Pseudochirulus_forbesi";41,6589069556848
"Pseudochirulus_canescens";54,2748918926502
"Pseudocheirus_peregrinus";-9,55111740087417
"Petauroides_volans";-0,544602897630763
"Hemibelideus_lemuroides";-8,8789473182306
"Petaurus_norfolcensis";-6,54416547363822
"Petaurus_gracilis";9,16499784058729
"Petaurus_breviceps";-27,8582406755726
"Petaurus_abidi";1,18570410933184
"Gymnobelideus_leadbeateri";-44,4930860183923
"Dactylopsila_trivirgata";-13,7880362933092
"Dactylonax_palpator";-17,1304102266688
"Distoechurus_pennatus";-46,3287231112514
"Acrobates_pygmaeus";-47,8633535155674
"Elephantulus_intufi";-111,074346980713
"Elephantulus_rupestris";-109,057924591356
"Elephantulus_rufescens";-100,183531088994
"Elephantulus_brachyrhynchus";-101,76781169962
"Petrodromus_tetradactylus";-178,627636637592
"Elephantulus_rozeti";-196,172541838142
"Macroscelides_micus";-266,60848569124
"Macroscelides_flavicaudatus";-33,7087413816276
"Macroscelides_proboscideus";-33,7087413804374
"Elephantulus_edwardii";-216,236538820491
"Elephantulus_myurus";-215,249863723583
"Rhynchocyon_udzungwensis";49,9531186232913
"Rhynchocyon_cirnei";-77,3003530934473
"Rhynchocyon_petersi";-108,185577937593
"Echinops_telfairi";-146,096575577829
"Setifer_setosus";-125,667844936163
"Tenrec_ecaudatus";-501,297571828223
"Hemicentetes_semispinosus";-542,297345243358
"Oryzorictes_hova";-1070,62525758349
"Microgale_principula";-28,3678423112791
"Microgale_majori";-30,1140564510775
"Microgale_longicaudata";-320,341794472234
"Microgale_pusilla";-27,1637324239244
"Microgale_talazaci";-7,98158914773826
"Microgale_cowani";-918,994795776357
"Microgale_brevicaudata";-127,393746634136
"Microgale_grandidieri";-127,393746630859
"Limnogale_mergulus";-959,454137841008
"Geogale_aurita";-898,692005656487
"Micropotamogale_lamottei";-1440,66926277284
"Potamogale_velox";-1414,00831578141
"Calcochloris_obtusirostris";-76,3115656132663
"Chrysospalax_trevelyani";-10,0392473853135
"Amblysomus_septentrionalis";-21,4904320247266
"Amblysomus_marleyi";-21,4904320247517
"Neamblysomus_gunningi";2,60297365608949
"Neamblysomus_julianae";-13,409929842365
"Carpitalpa_arendsi";-22,5361521805466
"Amblysomus_hottentotus";-20,2642663374658
"Chlorotalpa_duthieae";-16,2754141427817
"Chlorotalpa_sclateri";-14,2484883391946
"Chrysochloris_asiatica";-24,5340569508996
"Cryptochloris_wintoni";-27,7685292539104
"Chrysochloris_stuhlmanni";-20,7578405579857
"Eremitalpa_granti";-91,8174131014973
"Elephas_maximus";-118029,948854737
"Loxodonta_africana";127019,971628746
"Trichechus_manatus";-4423,33578364131
"Trichechus_inunguis";-29246,8754647882
"Trichechus_senegalensis";23628,5492180562
"Hydrodamalis_gigas";502698,780089484
"Dugong_dugon";-349173,036611233
"Dendrohyrax_dorsalis";-2479,65333734296
"Procavia_capensis";-2654,54381797024
"Heterohyrax_brucei";-2802,13623890984
"Orycteropus_afer";-2296,98302492591
"Dasypus_kappleri";206,959852202859
"Dasypus_novemcinctus";-430,234778357292
"Priodontes_maximus";2268,77245926453
"Cabassous_unicinctus";-1177,20093000139
"Tolypeutes_matacus";-827,813952814511
"Calyptophractus_retusus";-439,986857903278
"Chlamyphorus_truncatus";-444,58007166645
"Chaetophractus_villosus";392,435197364154
"Chaetophractus_vellerosus";-561,633182979873
"Euphractus_sexcinctus";434,940973731536
"Zaedyus_pichiy";-375,717111486121
"Choloepus_didactylus";149,133168291655
"Choloepus_hoffmanni";-274,85395656448
"Bradypus_torquatus";-546,208196890878
"Bradypus_tridactylus";-14,0341140927213
"Bradypus_variegatus";-57,545657153622
"Myrmecophaga_tridactyla";679,952161329617
"Tamandua_tetradactyla";-1355,68687376102
"Cyclopes_didactylus";-1268,8898328868
"Solenodon_paradoxus";-6055,9507417902
"Uropsilus_investigator";-68,1117846995594
"Uropsilus_soricipes";-52,3357124543186
"Uropsilus_gracilis";-56,1757095845713
"Uropsilus_andersoni";-56,1757163924019
"Scapanulus_oweni";-266,76822180884
"Scapanus_townsendii";-8,60706847911712
"Scapanus_orarius";-35,7541855093535
"Scapanus_latimanus";-38,1899999145788
"Scalopus_aquaticus";-230,962847824722
"Parascalops_breweri";-278,130373506437
"Scaptonyx_fusicaudus";-461,042515433361
"Urotrichus_talpoides";-187,592613462364
"Dymecodon_pilirostris";-188,10579540368
"Talpa_levantis";-32,5581682145557
